SA1_7DIG16,LGA_NAME17,MetroMelbourne
2103509,Golden Plains (S),Rest of Vic.
2103510,Golden Plains (S),Rest of Vic.
2103510,Golden Plains (S),Rest of Vic.
2103511,Golden Plains (S),Rest of Vic.
2103511,Golden Plains (S),Rest of Vic.
2103512,Golden Plains (S),Rest of Vic.
2103513,Golden Plains (S),Rest of Vic.
2103514,Golden Plains (S),Rest of Vic.
2103515,Golden Plains (S),Rest of Vic.
2101512,Golden Plains (S),Rest of Vic.
2103401,Golden Plains (S),Rest of Vic.
2103402,Golden Plains (S),Rest of Vic.
2103403,Golden Plains (S),Rest of Vic.
2103404,Golden Plains (S),Rest of Vic.
2103405,Golden Plains (S),Rest of Vic.
2103407,Golden Plains (S),Rest of Vic.
2103408,Golden Plains (S),Rest of Vic.
2103409,Golden Plains (S),Rest of Vic.
2103410,Golden Plains (S),Rest of Vic.
2103411,Golden Plains (S),Rest of Vic.
2103412,Golden Plains (S),Rest of Vic.
2103413,Golden Plains (S),Rest of Vic.
2103501,Golden Plains (S),Rest of Vic.
2103502,Golden Plains (S),Rest of Vic.
2103503,Golden Plains (S),Rest of Vic.
2101816,Greater Bendigo (C),Rest of Vic.
2101817,Greater Bendigo (C),Rest of Vic.
2101818,Greater Bendigo (C),Rest of Vic.
2101819,Greater Bendigo (C),Rest of Vic.
2101820,Greater Bendigo (C),Rest of Vic.
2101821,Greater Bendigo (C),Rest of Vic.
2101822,Greater Bendigo (C),Rest of Vic.
2101823,Greater Bendigo (C),Rest of Vic.
2101824,Greater Bendigo (C),Rest of Vic.
2101825,Greater Bendigo (C),Rest of Vic.
2101826,Greater Bendigo (C),Rest of Vic.
2101827,Greater Bendigo (C),Rest of Vic.
2101828,Greater Bendigo (C),Rest of Vic.
2101829,Greater Bendigo (C),Rest of Vic.
2101830,Greater Bendigo (C),Rest of Vic.
2101831,Greater Bendigo (C),Rest of Vic.
2103516,Golden Plains (S),Rest of Vic.
2101801,Greater Bendigo (C),Rest of Vic.
2101802,Greater Bendigo (C),Rest of Vic.
2101803,Greater Bendigo (C),Rest of Vic.
2101804,Greater Bendigo (C),Rest of Vic.
2101805,Greater Bendigo (C),Rest of Vic.
2101806,Greater Bendigo (C),Rest of Vic.
2101807,Greater Bendigo (C),Rest of Vic.
2101808,Greater Bendigo (C),Rest of Vic.
2101809,Greater Bendigo (C),Rest of Vic.
2101810,Greater Bendigo (C),Rest of Vic.
2101811,Greater Bendigo (C),Rest of Vic.
2101812,Greater Bendigo (C),Rest of Vic.
2101813,Greater Bendigo (C),Rest of Vic.
2101814,Greater Bendigo (C),Rest of Vic.
2101815,Greater Bendigo (C),Rest of Vic.
2117721,Glen Eira (C),Greater Melbourne
2117722,Glen Eira (C),Greater Melbourne
2117723,Glen Eira (C),Greater Melbourne
2117724,Glen Eira (C),Greater Melbourne
2117725,Glen Eira (C),Greater Melbourne
2117726,Glen Eira (C),Greater Melbourne
2117727,Glen Eira (C),Greater Melbourne
2117728,Glen Eira (C),Greater Melbourne
2117729,Glen Eira (C),Greater Melbourne
2117730,Glen Eira (C),Greater Melbourne
2117731,Glen Eira (C),Greater Melbourne
2117732,Glen Eira (C),Greater Melbourne
2117733,Glen Eira (C),Greater Melbourne
2117734,Glen Eira (C),Greater Melbourne
2117735,Glen Eira (C),Greater Melbourne
2117736,Glen Eira (C),Greater Melbourne
2117705,Glen Eira (C),Greater Melbourne
2117706,Glen Eira (C),Greater Melbourne
2117707,Glen Eira (C),Greater Melbourne
2117708,Glen Eira (C),Greater Melbourne
2117709,Glen Eira (C),Greater Melbourne
2117710,Glen Eira (C),Greater Melbourne
2117711,Glen Eira (C),Greater Melbourne
2117712,Glen Eira (C),Greater Melbourne
2117713,Glen Eira (C),Greater Melbourne
2117714,Glen Eira (C),Greater Melbourne
2117715,Glen Eira (C),Greater Melbourne
2117716,Glen Eira (C),Greater Melbourne
2117717,Glen Eira (C),Greater Melbourne
2117718,Glen Eira (C),Greater Melbourne
2117719,Glen Eira (C),Greater Melbourne
2117720,Glen Eira (C),Greater Melbourne
2117753,Glen Eira (C),Greater Melbourne
2117754,Glen Eira (C),Greater Melbourne
2117755,Glen Eira (C),Greater Melbourne
2117801,Glen Eira (C),Greater Melbourne
2117802,Glen Eira (C),Greater Melbourne
2117803,Glen Eira (C),Greater Melbourne
2117804,Glen Eira (C),Greater Melbourne
2117805,Glen Eira (C),Greater Melbourne
2117806,Glen Eira (C),Greater Melbourne
2117807,Glen Eira (C),Greater Melbourne
2117808,Glen Eira (C),Greater Melbourne
2117809,Glen Eira (C),Greater Melbourne
2117810,Glen Eira (C),Greater Melbourne
2117811,Glen Eira (C),Greater Melbourne
2117812,Glen Eira (C),Greater Melbourne
2117813,Glen Eira (C),Greater Melbourne
2117737,Glen Eira (C),Greater Melbourne
2117738,Glen Eira (C),Greater Melbourne
2117739,Glen Eira (C),Greater Melbourne
2117740,Glen Eira (C),Greater Melbourne
2117741,Glen Eira (C),Greater Melbourne
2117742,Glen Eira (C),Greater Melbourne
2117743,Glen Eira (C),Greater Melbourne
2117744,Glen Eira (C),Greater Melbourne
2117745,Glen Eira (C),Greater Melbourne
2117746,Glen Eira (C),Greater Melbourne
2117747,Glen Eira (C),Greater Melbourne
2117748,Glen Eira (C),Greater Melbourne
2117749,Glen Eira (C),Greater Melbourne
2117750,Glen Eira (C),Greater Melbourne
2117751,Glen Eira (C),Greater Melbourne
2117752,Glen Eira (C),Greater Melbourne
2117448,Glen Eira (C),Greater Melbourne
2117449,Glen Eira (C),Greater Melbourne
2117450,Glen Eira (C),Greater Melbourne
2117451,Glen Eira (C),Greater Melbourne
2117452,Glen Eira (C),Greater Melbourne
2117601,Glen Eira (C),Greater Melbourne
2117602,Glen Eira (C),Greater Melbourne
2117603,Glen Eira (C),Greater Melbourne
2117604,Glen Eira (C),Greater Melbourne
2117605,Glen Eira (C),Greater Melbourne
2117606,Glen Eira (C),Greater Melbourne
2117607,Glen Eira (C),Greater Melbourne
2117608,Glen Eira (C),Greater Melbourne
2117609,Glen Eira (C),Greater Melbourne
2117610,Glen Eira (C),Greater Melbourne
2117611,Glen Eira (C),Greater Melbourne
2117432,Glen Eira (C),Greater Melbourne
2117433,Glen Eira (C),Greater Melbourne
2117434,Glen Eira (C),Greater Melbourne
2117435,Glen Eira (C),Greater Melbourne
2117436,Glen Eira (C),Greater Melbourne
2117437,Glen Eira (C),Greater Melbourne
2117438,Glen Eira (C),Greater Melbourne
2117439,Glen Eira (C),Greater Melbourne
2117440,Glen Eira (C),Greater Melbourne
2117441,Glen Eira (C),Greater Melbourne
2117442,Glen Eira (C),Greater Melbourne
2117443,Glen Eira (C),Greater Melbourne
2117444,Glen Eira (C),Greater Melbourne
2117445,Glen Eira (C),Greater Melbourne
2117446,Glen Eira (C),Greater Melbourne
2117447,Glen Eira (C),Greater Melbourne
2117628,Glen Eira (C),Greater Melbourne
2117629,Glen Eira (C),Greater Melbourne
2117630,Glen Eira (C),Greater Melbourne
2117631,Glen Eira (C),Greater Melbourne
2117632,Glen Eira (C),Greater Melbourne
2117633,Glen Eira (C),Greater Melbourne
2117634,Glen Eira (C),Greater Melbourne
2117635,Glen Eira (C),Greater Melbourne
2117636,Glen Eira (C),Greater Melbourne
2117637,Glen Eira (C),Greater Melbourne
2117638,Glen Eira (C),Greater Melbourne
2117639,Glen Eira (C),Greater Melbourne
2117701,Glen Eira (C),Greater Melbourne
2117702,Glen Eira (C),Greater Melbourne
2117703,Glen Eira (C),Greater Melbourne
2117704,Glen Eira (C),Greater Melbourne
2117612,Glen Eira (C),Greater Melbourne
2117613,Glen Eira (C),Greater Melbourne
2117614,Glen Eira (C),Greater Melbourne
2117615,Glen Eira (C),Greater Melbourne
2117616,Glen Eira (C),Greater Melbourne
2117617,Glen Eira (C),Greater Melbourne
2117618,Glen Eira (C),Greater Melbourne
2117619,Glen Eira (C),Greater Melbourne
2117620,Glen Eira (C),Greater Melbourne
2117621,Glen Eira (C),Greater Melbourne
2117622,Glen Eira (C),Greater Melbourne
2117623,Glen Eira (C),Greater Melbourne
2117624,Glen Eira (C),Greater Melbourne
2117625,Glen Eira (C),Greater Melbourne
2117626,Glen Eira (C),Greater Melbourne
2117627,Glen Eira (C),Greater Melbourne
2118203,Glen Eira (C),Greater Melbourne
2118204,Glen Eira (C),Greater Melbourne
2118205,Glen Eira (C),Greater Melbourne
2118206,Glen Eira (C),Greater Melbourne
2118207,Glen Eira (C),Greater Melbourne
2118208,Glen Eira (C),Greater Melbourne
2118209,Glen Eira (C),Greater Melbourne
2118210,Glen Eira (C),Greater Melbourne
2118211,Glen Eira (C),Greater Melbourne
2118212,Glen Eira (C),Greater Melbourne
2118213,Glen Eira (C),Greater Melbourne
2118214,Glen Eira (C),Greater Melbourne
2118215,Glen Eira (C),Greater Melbourne
2118216,Glen Eira (C),Greater Melbourne
2118217,Glen Eira (C),Greater Melbourne
2118218,Glen Eira (C),Greater Melbourne
2118107,Glen Eira (C),Greater Melbourne
2118108,Glen Eira (C),Greater Melbourne
2118109,Glen Eira (C),Greater Melbourne
2118110,Glen Eira (C),Greater Melbourne
2118111,Glen Eira (C),Greater Melbourne
2118112,Glen Eira (C),Greater Melbourne
2118113,Glen Eira (C),Greater Melbourne
2118114,Glen Eira (C),Greater Melbourne
2118115,Glen Eira (C),Greater Melbourne
2118116,Glen Eira (C),Greater Melbourne
2118117,Glen Eira (C),Greater Melbourne
2118118,Glen Eira (C),Greater Melbourne
2118119,Glen Eira (C),Greater Melbourne
2118120,Glen Eira (C),Greater Melbourne
2118201,Glen Eira (C),Greater Melbourne
2118202,Glen Eira (C),Greater Melbourne
2142608,Glen Eira (C),Greater Melbourne
2142609,Glen Eira (C),Greater Melbourne
2142610,Glen Eira (C),Greater Melbourne
2142611,Glen Eira (C),Greater Melbourne
2142612,Glen Eira (C),Greater Melbourne
2142613,Glen Eira (C),Greater Melbourne
2142614,Glen Eira (C),Greater Melbourne
2142615,Glen Eira (C),Greater Melbourne
2142616,Glen Eira (C),Greater Melbourne
2142617,Glen Eira (C),Greater Melbourne
2142618,Glen Eira (C),Greater Melbourne
2142619,Glen Eira (C),Greater Melbourne
2142620,Glen Eira (C),Greater Melbourne
2142621,Glen Eira (C),Greater Melbourne
2142622,Glen Eira (C),Greater Melbourne
2142623,Glen Eira (C),Greater Melbourne
2118219,Glen Eira (C),Greater Melbourne
2118220,Glen Eira (C),Greater Melbourne
2118221,Glen Eira (C),Greater Melbourne
2118222,Glen Eira (C),Greater Melbourne
2118223,Glen Eira (C),Greater Melbourne
2118224,Glen Eira (C),Greater Melbourne
2118225,Glen Eira (C),Greater Melbourne
2118226,Glen Eira (C),Greater Melbourne
2118227,Glen Eira (C),Greater Melbourne
2142601,Glen Eira (C),Greater Melbourne
2142602,Glen Eira (C),Greater Melbourne
2142603,Glen Eira (C),Greater Melbourne
2142604,Glen Eira (C),Greater Melbourne
2142605,Glen Eira (C),Greater Melbourne
2142606,Glen Eira (C),Greater Melbourne
2142607,Glen Eira (C),Greater Melbourne
2117830,Glen Eira (C),Greater Melbourne
2117831,Glen Eira (C),Greater Melbourne
2117832,Glen Eira (C),Greater Melbourne
2117833,Glen Eira (C),Greater Melbourne
2117834,Glen Eira (C),Greater Melbourne
2117835,Glen Eira (C),Greater Melbourne
2117836,Glen Eira (C),Greater Melbourne
2117837,Glen Eira (C),Greater Melbourne
2117838,Glen Eira (C),Greater Melbourne
2117839,Glen Eira (C),Greater Melbourne
2117840,Glen Eira (C),Greater Melbourne
2117841,Glen Eira (C),Greater Melbourne
2117842,Glen Eira (C),Greater Melbourne
2117843,Glen Eira (C),Greater Melbourne
2117901,Glen Eira (C),Greater Melbourne
2117902,Glen Eira (C),Greater Melbourne
2117814,Glen Eira (C),Greater Melbourne
2117815,Glen Eira (C),Greater Melbourne
2117816,Glen Eira (C),Greater Melbourne
2117817,Glen Eira (C),Greater Melbourne
2117818,Glen Eira (C),Greater Melbourne
2117819,Glen Eira (C),Greater Melbourne
2117820,Glen Eira (C),Greater Melbourne
2117821,Glen Eira (C),Greater Melbourne
2117822,Glen Eira (C),Greater Melbourne
2117823,Glen Eira (C),Greater Melbourne
2117824,Glen Eira (C),Greater Melbourne
2117825,Glen Eira (C),Greater Melbourne
2117826,Glen Eira (C),Greater Melbourne
2117827,Glen Eira (C),Greater Melbourne
2117828,Glen Eira (C),Greater Melbourne
2117829,Glen Eira (C),Greater Melbourne
2117919,Glen Eira (C),Greater Melbourne
2117920,Glen Eira (C),Greater Melbourne
2117921,Glen Eira (C),Greater Melbourne
2117922,Glen Eira (C),Greater Melbourne
2117923,Glen Eira (C),Greater Melbourne
2117924,Glen Eira (C),Greater Melbourne
2117925,Glen Eira (C),Greater Melbourne
2117926,Glen Eira (C),Greater Melbourne
2117927,Glen Eira (C),Greater Melbourne
2117928,Glen Eira (C),Greater Melbourne
2118101,Glen Eira (C),Greater Melbourne
2118102,Glen Eira (C),Greater Melbourne
2118103,Glen Eira (C),Greater Melbourne
2118104,Glen Eira (C),Greater Melbourne
2118105,Glen Eira (C),Greater Melbourne
2118106,Glen Eira (C),Greater Melbourne
2117903,Glen Eira (C),Greater Melbourne
2117904,Glen Eira (C),Greater Melbourne
2117905,Glen Eira (C),Greater Melbourne
2117906,Glen Eira (C),Greater Melbourne
2117907,Glen Eira (C),Greater Melbourne
2117908,Glen Eira (C),Greater Melbourne
2117909,Glen Eira (C),Greater Melbourne
2117910,Glen Eira (C),Greater Melbourne
2117911,Glen Eira (C),Greater Melbourne
2117912,Glen Eira (C),Greater Melbourne
2117913,Glen Eira (C),Greater Melbourne
2117914,Glen Eira (C),Greater Melbourne
2117915,Glen Eira (C),Greater Melbourne
2117916,Glen Eira (C),Greater Melbourne
2117917,Glen Eira (C),Greater Melbourne
2117918,Glen Eira (C),Greater Melbourne
2137421,Frankston (C),Greater Melbourne
2137422,Frankston (C),Greater Melbourne
2137423,Frankston (C),Greater Melbourne
2137424,Frankston (C),Greater Melbourne
2137425,Frankston (C),Greater Melbourne
2137426,Frankston (C),Greater Melbourne
2137427,Frankston (C),Greater Melbourne
2137428,Frankston (C),Greater Melbourne
2137429,Frankston (C),Greater Melbourne
2137430,Frankston (C),Greater Melbourne
2137431,Frankston (C),Greater Melbourne
2137432,Frankston (C),Greater Melbourne
2137433,Frankston (C),Greater Melbourne
2137434,Frankston (C),Greater Melbourne
2137435,Frankston (C),Greater Melbourne
2137436,Frankston (C),Greater Melbourne
2137403,Frankston (C),Greater Melbourne
2137404,Frankston (C),Greater Melbourne
2137405,Frankston (C),Greater Melbourne
2137406,Frankston (C),Greater Melbourne
2137408,Frankston (C),Greater Melbourne
2137409,Frankston (C),Greater Melbourne
2137410,Frankston (C),Greater Melbourne
2137411,Frankston (C),Greater Melbourne
2137412,Frankston (C),Greater Melbourne
2137413,Frankston (C),Greater Melbourne
2137415,Frankston (C),Greater Melbourne
2137416,Frankston (C),Greater Melbourne
2137417,Frankston (C),Greater Melbourne
2137418,Frankston (C),Greater Melbourne
2137419,Frankston (C),Greater Melbourne
2137420,Frankston (C),Greater Melbourne
2137453,Frankston (C),Greater Melbourne
2137454,Frankston (C),Greater Melbourne
2137455,Frankston (C),Greater Melbourne
2137501,Frankston (C),Greater Melbourne
2137502,Frankston (C),Greater Melbourne
2137503,Frankston (C),Greater Melbourne
2137504,Frankston (C),Greater Melbourne
2137505,Frankston (C),Greater Melbourne
2137506,Frankston (C),Greater Melbourne
2137507,Frankston (C),Greater Melbourne
2137508,Frankston (C),Greater Melbourne
2137509,Frankston (C),Greater Melbourne
2137510,Frankston (C),Greater Melbourne
2137511,Frankston (C),Greater Melbourne
2137512,Frankston (C),Greater Melbourne
2137513,Frankston (C),Greater Melbourne
2137437,Frankston (C),Greater Melbourne
2137438,Frankston (C),Greater Melbourne
2137439,Frankston (C),Greater Melbourne
2137440,Frankston (C),Greater Melbourne
2137441,Frankston (C),Greater Melbourne
2137442,Frankston (C),Greater Melbourne
2137443,Frankston (C),Greater Melbourne
2137444,Frankston (C),Greater Melbourne
2137445,Frankston (C),Greater Melbourne
2137446,Frankston (C),Greater Melbourne
2137447,Frankston (C),Greater Melbourne
2137448,Frankston (C),Greater Melbourne
2137449,Frankston (C),Greater Melbourne
2137450,Frankston (C),Greater Melbourne
2137451,Frankston (C),Greater Melbourne
2137452,Frankston (C),Greater Melbourne
2137301,Frankston (C),Greater Melbourne
2137302,Frankston (C),Greater Melbourne
2137303,Frankston (C),Greater Melbourne
2137304,Frankston (C),Greater Melbourne
2137305,Frankston (C),Greater Melbourne
2137306,Frankston (C),Greater Melbourne
2137307,Frankston (C),Greater Melbourne
2137308,Frankston (C),Greater Melbourne
2137309,Frankston (C),Greater Melbourne
2137310,Frankston (C),Greater Melbourne
2137311,Frankston (C),Greater Melbourne
2137312,Frankston (C),Greater Melbourne
2137313,Frankston (C),Greater Melbourne
2137314,Frankston (C),Greater Melbourne
2137315,Frankston (C),Greater Melbourne
2137316,Frankston (C),Greater Melbourne
2137233,Frankston (C),Greater Melbourne
2137234,Frankston (C),Greater Melbourne
2137235,Frankston (C),Greater Melbourne
2137236,Frankston (C),Greater Melbourne
2137237,Frankston (C),Greater Melbourne
2137238,Frankston (C),Greater Melbourne
2137239,Frankston (C),Greater Melbourne
2137240,Frankston (C),Greater Melbourne
2137241,Frankston (C),Greater Melbourne
2137242,Frankston (C),Greater Melbourne
2137243,Frankston (C),Greater Melbourne
2137244,Frankston (C),Greater Melbourne
2137245,Frankston (C),Greater Melbourne
2137246,Frankston (C),Greater Melbourne
2137247,Frankston (C),Greater Melbourne
2137248,Frankston (C),Greater Melbourne
2137333,Frankston (C),Greater Melbourne
2137334,Frankston (C),Greater Melbourne
2137335,Frankston (C),Greater Melbourne
2137336,Frankston (C),Greater Melbourne
2137337,Frankston (C),Greater Melbourne
2137338,Frankston (C),Greater Melbourne
2137339,Frankston (C),Greater Melbourne
2137340,Frankston (C),Greater Melbourne
2137341,Frankston (C),Greater Melbourne
2137342,Frankston (C),Greater Melbourne
2137343,Frankston (C),Greater Melbourne
2137344,Frankston (C),Greater Melbourne
2137345,Frankston (C),Greater Melbourne
2137346,Frankston (C),Greater Melbourne
2137401,Frankston (C),Greater Melbourne
2137402,Frankston (C),Greater Melbourne
2137317,Frankston (C),Greater Melbourne
2137318,Frankston (C),Greater Melbourne
2137319,Frankston (C),Greater Melbourne
2137320,Frankston (C),Greater Melbourne
2137321,Frankston (C),Greater Melbourne
2137322,Frankston (C),Greater Melbourne
2137323,Frankston (C),Greater Melbourne
2137324,Frankston (C),Greater Melbourne
2137325,Frankston (C),Greater Melbourne
2137326,Frankston (C),Greater Melbourne
2137327,Frankston (C),Greater Melbourne
2137328,Frankston (C),Greater Melbourne
2137329,Frankston (C),Greater Melbourne
2137330,Frankston (C),Greater Melbourne
2137331,Frankston (C),Greater Melbourne
2137332,Frankston (C),Greater Melbourne
2140120,Gannawarra (S),Rest of Vic.
2140121,Gannawarra (S),Rest of Vic.
2140122,Gannawarra (S),Rest of Vic.
2140123,Gannawarra (S),Rest of Vic.
2140201,Gannawarra (S),Rest of Vic.
2140202,Gannawarra (S),Rest of Vic.
2140203,Gannawarra (S),Rest of Vic.
2140204,Gannawarra (S),Rest of Vic.
2140205,Gannawarra (S),Rest of Vic.
2140206,Gannawarra (S),Rest of Vic.
2140207,Gannawarra (S),Rest of Vic.
2140208,Gannawarra (S),Rest of Vic.
2140209,Gannawarra (S),Rest of Vic.
2140210,Gannawarra (S),Rest of Vic.
2140211,Gannawarra (S),Rest of Vic.
2140212,Gannawarra (S),Rest of Vic.
2140107,Gannawarra (S),Rest of Vic.
2140108,Gannawarra (S),Rest of Vic.
2140109,Gannawarra (S),Rest of Vic.
2140109,Gannawarra (S),Rest of Vic.
2140110,Gannawarra (S),Rest of Vic.
2140111,Gannawarra (S),Rest of Vic.
2140112,Gannawarra (S),Rest of Vic.
2140113,Gannawarra (S),Rest of Vic.
2140114,Gannawarra (S),Rest of Vic.
2140114,Gannawarra (S),Rest of Vic.
2140115,Gannawarra (S),Rest of Vic.
2140116,Gannawarra (S),Rest of Vic.
